mcap_past_pk,uuid,asset_symbol,mcap_date,mcap_value,asset_name,currency,created_dt,created_by,created_proc
17392,64535d5d4a6e0a5e3a6399cd,1inch,2023-03-01T00:00:00.000+08:00,496954345.231354,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17393,64535d5d4a6e0a5e3a6399d3,1inch,2023-03-02T00:00:00.000+08:00,491568343.663916,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17394,64535d5d4a6e0a5e3a6399f2,1inch,2023-03-03T00:00:00.000+08:00,470859913.678253,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17395,64535d5d4a6e0a5e3a639a0c,1inch,2023-03-04T00:00:00.000+08:00,443280038.742794,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17396,64535d5d4a6e0a5e3a639a28,1inch,2023-03-05T00:00:00.000+08:00,440035740.60161,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17397,64535d5d4a6e0a5e3a639a43,1inch,2023-03-06T00:00:00.000+08:00,441442362.396711,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17398,64535d5d4a6e0a5e3a639a4d,1inch,2023-03-07T00:00:00.000+08:00,444049410.994458,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17399,64535d5d4a6e0a5e3a639a6d,1inch,2023-03-08T00:00:00.000+08:00,425231559.54753,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17400,64535d5d4a6e0a5e3a639a7d,1inch,2023-03-09T00:00:00.000+08:00,414023298.914643,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17401,64535d5d4a6e0a5e3a639a95,1inch,2023-03-10T00:00:00.000+08:00,400366548.93837,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17402,64535d5d4a6e0a5e3a639ab7,1inch,2023-03-11T00:00:00.000+08:00,380384349.803678,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17403,64535d5d4a6e0a5e3a639ad8,1inch,2023-03-12T00:00:00.000+08:00,366398298.189242,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17404,64535d5d4a6e0a5e3a639af4,1inch,2023-03-13T00:00:00.000+08:00,410499131.353728,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17405,64535d5d4a6e0a5e3a639b0c,1inch,2023-03-14T00:00:00.000+08:00,438666454.097329,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17406,64535d5d4a6e0a5e3a639b10,1inch,2023-03-15T00:00:00.000+08:00,448710515.623376,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17407,64535d5d4a6e0a5e3a639b25,1inch,2023-03-16T00:00:00.000+08:00,417663629.317282,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17408,64535d5d4a6e0a5e3a639b51,1inch,2023-03-17T00:00:00.000+08:00,432797302.90134,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17409,64535d5d4a6e0a5e3a639b6a,1inch,2023-03-18T00:00:00.000+08:00,454723230.537523,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17410,64535d5d4a6e0a5e3a639b7e,1inch,2023-03-19T00:00:00.000+08:00,491699507.875256,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17411,64535d5d4a6e0a5e3a639b89,1inch,2023-03-20T00:00:00.000+08:00,468097724.974253,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17412,64535d5d4a6e0a5e3a639b9d,1inch,2023-03-21T00:00:00.000+08:00,448549897.963803,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17413,64535d5d4a6e0a5e3a639bbd,1inch,2023-03-22T00:00:00.000+08:00,450477228.766168,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17414,64535d5d4a6e0a5e3a639bd0,1inch,2023-03-23T00:00:00.000+08:00,443504235.231384,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17415,64535d5d4a6e0a5e3a639be5,1inch,2023-03-24T00:00:00.000+08:00,441680085.370235,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17416,64535d5d4a6e0a5e3a639bfe,1inch,2023-03-25T00:00:00.000+08:00,427725541.217237,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17417,64535d5d4a6e0a5e3a639c2b,1inch,2023-03-26T00:00:00.000+08:00,432676937.893779,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17418,64535d5d4a6e0a5e3a639c34,1inch,2023-03-27T00:00:00.000+08:00,431063838.510069,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17419,64535d5d4a6e0a5e3a639c54,1inch,2023-03-28T00:00:00.000+08:00,417049917.672161,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17420,64535d5d4a6e0a5e3a639c73,1inch,2023-03-29T00:00:00.000+08:00,431711753.939228,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
17421,64535d5d4a6e0a5e3a639c8b,1inch,2023-03-30T00:00:00.000+08:00,497571718.072176,1inch,usd,2023-05-05T07:25:50.866+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19230,6453612a4a6e0a5e3a63cd6d,aave,2023-03-01T00:00:00.000+08:00,1176997402.39692,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19231,6453612a4a6e0a5e3a63cd73,aave,2023-03-02T00:00:00.000+08:00,1184588945.55368,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19232,6453612a4a6e0a5e3a63cd8f,aave,2023-03-03T00:00:00.000+08:00,1143320474.5995,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19233,6453612a4a6e0a5e3a63cdac,aave,2023-03-04T00:00:00.000+08:00,1102640301.95239,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19234,6453612a4a6e0a5e3a63cdcd,aave,2023-03-05T00:00:00.000+08:00,1100566995.12915,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19235,6453612a4a6e0a5e3a63cdd3,aave,2023-03-06T00:00:00.000+08:00,1095810391.17514,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19236,6453612a4a6e0a5e3a63cdf9,aave,2023-03-07T00:00:00.000+08:00,1108688549.12855,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19237,6453612a4a6e0a5e3a63ce05,aave,2023-03-08T00:00:00.000+08:00,1085505718.44963,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19238,6453612a4a6e0a5e3a63ce20,aave,2023-03-09T00:00:00.000+08:00,1052421888.12859,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19239,6453612a4a6e0a5e3a63ce33,aave,2023-03-10T00:00:00.000+08:00,1043837117.51436,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19240,6453612a4a6e0a5e3a63ce55,aave,2023-03-11T00:00:00.000+08:00,1006526347.24021,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19241,6453612a4a6e0a5e3a63ce6f,aave,2023-03-12T00:00:00.000+08:00,962016356.019882,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19242,6453612a4a6e0a5e3a63ce92,aave,2023-03-13T00:00:00.000+08:00,1086604092.94531,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19243,6453612a4a6e0a5e3a63ceaa,aave,2023-03-14T00:00:00.000+08:00,1146855368.80893,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19244,6453612a4a6e0a5e3a63ceab,aave,2023-03-15T00:00:00.000+08:00,1164205429.95818,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19245,6453612a4a6e0a5e3a63ceda,aave,2023-03-16T00:00:00.000+08:00,1082053199.60252,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19246,6453612a4a6e0a5e3a63ceef,aave,2023-03-17T00:00:00.000+08:00,1132873969.13878,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19247,6453612a4a6e0a5e3a63cf0a,aave,2023-03-18T00:00:00.000+08:00,1170276625.68278,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19248,6453612a4a6e0a5e3a63cf10,aave,2023-03-19T00:00:00.000+08:00,1152004591.02374,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19249,6453612a4a6e0a5e3a63cf24,aave,2023-03-20T00:00:00.000+08:00,1170219738.98819,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19250,6453612a4a6e0a5e3a63cf51,aave,2023-03-21T00:00:00.000+08:00,1135598507.968,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19251,6453612a4a6e0a5e3a63cf5b,aave,2023-03-22T00:00:00.000+08:00,1138674193.56329,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19252,6453612a4a6e0a5e3a63cf6b,aave,2023-03-23T00:00:00.000+08:00,1125212492.92743,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19253,6453612a4a6e0a5e3a63cf83,aave,2023-03-24T00:00:00.000+08:00,1153382093.77027,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19254,6453612a4a6e0a5e3a63cf9c,aave,2023-03-25T00:00:00.000+08:00,1070064165.63123,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19255,6453612a4a6e0a5e3a63cfc9,aave,2023-03-26T00:00:00.000+08:00,1053123473.4469,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19256,6453612a4a6e0a5e3a63cfd8,aave,2023-03-27T00:00:00.000+08:00,1050478199.75568,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19257,6453612a4a6e0a5e3a63cff7,aave,2023-03-28T00:00:00.000+08:00,1007162271.52274,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19258,6453612a4a6e0a5e3a63d00e,aave,2023-03-29T00:00:00.000+08:00,1049666144.11409,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
19259,6453612a4a6e0a5e3a63d01e,aave,2023-03-30T00:00:00.000+08:00,1058076326.32781,aave,usd,2023-05-05T07:26:36.401+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22090,645361954a6e0a5e3a63e7e2,acm,2023-03-01T00:00:00.000+08:00,14663389.9749796,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22091,645361954a6e0a5e3a63e7ee,acm,2023-03-02T00:00:00.000+08:00,14617215.9728715,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22092,645361954a6e0a5e3a63e807,acm,2023-03-03T00:00:00.000+08:00,14446849.2863173,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22093,645361954a6e0a5e3a63e82e,acm,2023-03-04T00:00:00.000+08:00,13898780.8007428,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22094,645361954a6e0a5e3a63e831,acm,2023-03-05T00:00:00.000+08:00,13812102.7373731,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22095,645361954a6e0a5e3a63e849,acm,2023-03-06T00:00:00.000+08:00,13548337.5636611,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22096,645361954a6e0a5e3a63e874,acm,2023-03-07T00:00:00.000+08:00,13685612.2075564,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22097,645361954a6e0a5e3a63e88b,acm,2023-03-08T00:00:00.000+08:00,13634993.4879083,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22098,645361954a6e0a5e3a63e893,acm,2023-03-09T00:00:00.000+08:00,13884262.4245194,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22099,645361954a6e0a5e3a63e8a9,acm,2023-03-10T00:00:00.000+08:00,13383691.9283328,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22100,645361954a6e0a5e3a63e8c2,acm,2023-03-11T00:00:00.000+08:00,12827214.9323405,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22101,645361954a6e0a5e3a63e8de,acm,2023-03-12T00:00:00.000+08:00,12653842.686548,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22102,645361954a6e0a5e3a63e908,acm,2023-03-13T00:00:00.000+08:00,13345478.8470428,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22103,645361954a6e0a5e3a63e920,acm,2023-03-14T00:00:00.000+08:00,13448425.5614384,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22104,645361954a6e0a5e3a63e92d,acm,2023-03-15T00:00:00.000+08:00,13448820.4251725,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22105,645361954a6e0a5e3a63e93f,acm,2023-03-16T00:00:00.000+08:00,13195174.2576605,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22106,645361954a6e0a5e3a63e964,acm,2023-03-17T00:00:00.000+08:00,13543610.0821603,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22107,645361954a6e0a5e3a63e972,acm,2023-03-18T00:00:00.000+08:00,13737940.4228399,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22108,645361954a6e0a5e3a63e98d,acm,2023-03-19T00:00:00.000+08:00,13607200.0913211,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22109,645361954a6e0a5e3a63e99a,acm,2023-03-20T00:00:00.000+08:00,13567276.2107292,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22110,645361954a6e0a5e3a63e9b1,acm,2023-03-21T00:00:00.000+08:00,13205398.4264348,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22111,645361954a6e0a5e3a63e9ca,acm,2023-03-22T00:00:00.000+08:00,13053412.2607544,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22112,645361954a6e0a5e3a63e9f8,acm,2023-03-23T00:00:00.000+08:00,12863484.3413643,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22113,645361954a6e0a5e3a63e9f9,acm,2023-03-24T00:00:00.000+08:00,12973317.8596672,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22114,645361954a6e0a5e3a63ea13,acm,2023-03-25T00:00:00.000+08:00,13185624.8431838,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22115,645361954a6e0a5e3a63ea29,acm,2023-03-26T00:00:00.000+08:00,13001185.0483029,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22116,645361954a6e0a5e3a63ea41,acm,2023-03-27T00:00:00.000+08:00,12783191.9748022,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22117,645361954a6e0a5e3a63ea70,acm,2023-03-28T00:00:00.000+08:00,12482712.3037868,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22118,645361954a6e0a5e3a63ea82,acm,2023-03-29T00:00:00.000+08:00,12808952.7865513,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
22119,645361954a6e0a5e3a63ea9b,acm,2023-03-30T00:00:00.000+08:00,13252295.5543101,ac_milan_fan_token,usd,2023-05-05T07:27:50.344+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11009,645361b54a6e0a5e3a63f036,acx,2023-03-01T00:00:00.000+08:00,10627487.8191999,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11010,645361b54a6e0a5e3a63f056,acx,2023-03-02T00:00:00.000+08:00,10273281.7260264,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11011,645361b54a6e0a5e3a63f068,acx,2023-03-03T00:00:00.000+08:00,10600210.5786266,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11013,645361b54a6e0a5e3a63f0a8,acx,2023-03-05T00:00:00.000+08:00,10317644.8576198,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11014,645361b54a6e0a5e3a63f0bc,acx,2023-03-06T00:00:00.000+08:00,10663505.2624952,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11015,645361b54a6e0a5e3a63f0cf,acx,2023-03-07T00:00:00.000+08:00,10397835.9036502,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11022,645361b54a6e0a5e3a63f181,acx,2023-03-14T00:00:00.000+08:00,10602367.671609,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11023,645361b54a6e0a5e3a63f185,acx,2023-03-15T00:00:00.000+08:00,10765557.8324202,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11025,645361b54a6e0a5e3a63f1c7,acx,2023-03-17T00:00:00.000+08:00,12021718.0975348,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11026,645361b54a6e0a5e3a63f1cf,acx,2023-03-18T00:00:00.000+08:00,11685571.6339461,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11027,645361b54a6e0a5e3a63f1f4,acx,2023-03-19T00:00:00.000+08:00,11992920.7751526,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11028,645361b54a6e0a5e3a63f1fa,acx,2023-03-20T00:00:00.000+08:00,11930332.3269307,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11029,645361b54a6e0a5e3a63f225,acx,2023-03-21T00:00:00.000+08:00,11080355.6358336,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11030,645361b54a6e0a5e3a63f230,acx,2023-03-22T00:00:00.000+08:00,11444778.3801898,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11031,645361b54a6e0a5e3a63f257,acx,2023-03-23T00:00:00.000+08:00,11184153.9080188,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11032,645361b54a6e0a5e3a63f25d,acx,2023-03-24T00:00:00.000+08:00,11436650.593607,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11033,645361b54a6e0a5e3a63f273,acx,2023-03-25T00:00:00.000+08:00,10679782.2857872,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11034,645361b54a6e0a5e3a63f293,acx,2023-03-26T00:00:00.000+08:00,10677614.2623466,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11035,645361b54a6e0a5e3a63f2a7,acx,2023-03-27T00:00:00.000+08:00,10975020.1028911,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11036,645361b54a6e0a5e3a63f2ba,acx,2023-03-28T00:00:00.000+08:00,10090590.4037621,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11037,645361b54a6e0a5e3a63f2e1,acx,2023-03-29T00:00:00.000+08:00,11267445.6347701,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
11038,645361b54a6e0a5e3a63f2fa,acx,2023-03-30T00:00:00.000+08:00,10622003.8326617,across_protocol,usd,2023-05-05T07:23:09.980+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26263,645362354a6e0a5e3a6415c6,elf,2023-03-01T00:00:00.000+08:00,130760554.259049,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26264,645362354a6e0a5e3a6415e1,elf,2023-03-02T00:00:00.000+08:00,138066618.22316,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26265,645362354a6e0a5e3a6415f6,elf,2023-03-03T00:00:00.000+08:00,137221207.108756,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26266,645362354a6e0a5e3a641602,elf,2023-03-04T00:00:00.000+08:00,136467452.428207,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26267,645362354a6e0a5e3a641614,elf,2023-03-05T00:00:00.000+08:00,134460575.548638,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26268,645362354a6e0a5e3a641638,elf,2023-03-06T00:00:00.000+08:00,135474061.941228,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26269,645362354a6e0a5e3a641644,elf,2023-03-07T00:00:00.000+08:00,135295370.587703,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26270,645362354a6e0a5e3a641670,elf,2023-03-08T00:00:00.000+08:00,130421046.945755,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26271,645362354a6e0a5e3a641679,elf,2023-03-09T00:00:00.000+08:00,131030253.638981,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
26272,645362354a6e0a5e3a64169f,elf,2023-03-10T00:00:00.000+08:00,136455027.361661,aelf,usd,2023-05-05T07:29:32.734+08:00,farmraider,wrangler_assets_etl_CryptoMarket function <nosql_to_sql>
